id,title,text_content,category,year,venue,authors,word_count
a121,金融行业的 AIGC 风险与机遇,代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习 以 个性化 为代表的技术路线被广泛采用。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。,AIGC应用,2024,学术综述,Google DeepMind,170
a122,金融行业的 AIGC 风险与机遇,教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验 以 Copilot 为代表的技术路线被广泛采用。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。,AIGC应用,2020,行业白皮书,Meta AI,168
a123,金融行业的 AIGC 风险与机遇,医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产 以 智能客服 为代表的技术路线被广泛采用。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。,AIGC应用,2021,技术博客,百度,175
a124,医疗领域的生成式 AI 辅助诊断,内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答 以 Copilot 为代表的技术路线被广泛采用。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。,AIGC应用,2020,行业白皮书,阿里达摩院,174
a125,医疗领域的生成式 AI 辅助诊断,智能客服结合大模型与企业知识库，能够理解用户意图并给出个性化的准确回答。代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率 以 智能客服 为代表的技术路线被广泛采用。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。,AIGC应用,2021,技术博客,腾讯 AI Lab,167
a126,医疗领域的生成式 AI 辅助诊断,代码生成工具如 Copilot 能根据自然语言注释自动补全代码，显著提升开发者效率。教育场景中，大模型可扮演一对一智能导师，提供定制化的讲解与练习 以 代码生成 为代表的技术路线被广泛采用。医疗与金融对准确性与合规性要求极高，通常需要行业大模型与严格的事实校验。内容创作是 AIGC 落地最快的场景，覆盖文案、图像、视频等多种模态的内容生产。,AIGC应用,2022,ACL,智谱 AI,171
a127,生成式人工智能服务的合规监管,AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点 以 对齐 为代表的技术路线被广泛采用。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。,AI治理,2020,行业白皮书,清华大学,170
a128,生成式人工智能服务的合规监管,深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观 以 Deepfake 为代表的技术路线被广泛采用。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。,AI治理,2021,学术综述,MIT,172
a129,生成式人工智能服务的合规监管,训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求 以 水印 为代表的技术路线被广泛采用。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。,AI治理,2022,NeurIPS,斯坦福大学,167
a130,大模型偏见与对齐技术研究,中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局 以 Deepfake 为代表的技术路线被广泛采用。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。,AI治理,2021,学术综述,Anthropic,178
a131,大模型偏见与对齐技术研究,欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对 以 水印 为代表的技术路线被广泛采用。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。,AI治理,2022,NeurIPS,字节跳动,168
a132,大模型偏见与对齐技术研究,AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点 以 红队评估 为代表的技术路线被广泛采用。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。,AI治理,2023,ICML,月之暗面,172
a133,深度伪造的检测与溯源方法,深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观 以 水印 为代表的技术路线被广泛采用。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。,AI治理,2022,NeurIPS,商汤研究院,166
a134,深度伪造的检测与溯源方法,训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求 以 红队评估 为代表的技术路线被广泛采用。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。,AI治理,2023,ICML,中国科学院,169
a135,深度伪造的检测与溯源方法,中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局 以 人工智能法案 为代表的技术路线被广泛采用。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。,AI治理,2024,技术博客,OpenAI,176
a136,AIGC 训练数据的版权争议,欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对 以 红队评估 为代表的技术路线被广泛采用。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。,AI治理,2023,ICML,Google DeepMind,170
a137,AIGC 训练数据的版权争议,AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点 以 人工智能法案 为代表的技术路线被广泛采用。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。,AI治理,2024,技术博客,Meta AI,174
a138,AIGC 训练数据的版权争议,深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观 以 对齐 为代表的技术路线被广泛采用。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。,AI治理,2020,行业白皮书,百度,166
a139,人工智能安全与红队评估,训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求 以 人工智能法案 为代表的技术路线被广泛采用。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。,AI治理,2024,技术博客,阿里达摩院,171
a140,人工智能安全与红队评估,中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局 以 对齐 为代表的技术路线被广泛采用。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。,AI治理,2020,行业白皮书,腾讯 AI Lab,172
a141,人工智能安全与红队评估,欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对 以 Deepfake 为代表的技术路线被广泛采用。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。,AI治理,2021,学术综述,智谱 AI,174
a142,可解释人工智能的实践路径,AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点 以 对齐 为代表的技术路线被广泛采用。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。,AI治理,2020,行业白皮书,清华大学,170
a143,可解释人工智能的实践路径,深度伪造（Deepfake）滥用风险促使水印、内容溯源与检测技术成为研究热点。训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观 以 Deepfake 为代表的技术路线被广泛采用。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。,AI治理,2021,学术综述,MIT,172
a144,可解释人工智能的实践路径,训练数据中的偏见会被模型放大，对齐技术旨在使模型行为符合人类价值观。中国《生成式人工智能服务管理暂行办法》对训练数据合规与安全评估提出明确要求 以 水印 为代表的技术路线被广泛采用。欧盟《人工智能法案》按风险等级对 AI 应用分级监管，影响全球产业格局。AIGC 的快速发展带来伦理、安全与合规挑战，需要技术、产业与监管三方协同应对。,AI治理,2022,NeurIPS,斯坦福大学,167
